"","OB1","OB3","OB4","YB1","YB3","YB4"
"ENSMUSG00000032180",1069,729,1074,1150,1241,1103
"ENSMUSG00000032181",24,0,93,0,0,168
"ENSMUSG00000032182",687,795,1076,573,879,931
"ENSMUSG00000032184",3072,2804,3169,2955,2674,1843
"ENSMUSG00000032185",1585,2180,3160,2452,2032,2611
"ENSMUSG00000032186",988,820,766,301,35,142
"ENSMUSG00000032187",4931,4958,8228,5535,4257,6219
"ENSMUSG00000032191",0,0,0,0,0,0
"ENSMUSG00000032192",252,688,400,377,488,533
"ENSMUSG00000032193",5479,3346,4833,4394,4474,4707
"ENSMUSG00000032194",2325,1855,2200,1715,1622,2226
"ENSMUSG00000032198",6078,6398,11752,4571,5963,7174
"ENSMUSG00000032199",8822,8237,11329,9021,9470,8794
"ENSMUSG00000032202",505,480,501,315,242,537
"ENSMUSG00000032204",0,0,0,0,0,0
"ENSMUSG00000032207",0,0,0,0,0,0
"ENSMUSG00000032212",2195,2369,2856,3653,2477,2036
"ENSMUSG00000032215",1115,585,880,863,1223,813
"ENSMUSG00000032216",21009,23252,40935,18510,21272,25889
"ENSMUSG00000032217",2932,2399,4921,3554,3345,2545
"ENSMUSG00000032218",72,11,64,49,0,7
"ENSMUSG00000032220",7306,6775,11712,8190,7524,6813
"ENSMUSG00000032221",2,35,42,55,49,0
"ENSMUSG00000032224",159,154,328,207,85,133
"ENSMUSG00000032226",0,0,0,0,0,0
"ENSMUSG00000032228",4209,4750,5796,4552,7170,5345
"ENSMUSG00000032231",18571,13151,18730,14319,12752,10173
"ENSMUSG00000032232",5471,8476,12314,6854,5970,7965
"ENSMUSG00000032235",1210,1357,1092,940,785,814
"ENSMUSG00000032238",3404,4279,5249,3124,3004,4821
"ENSMUSG00000032239",2199,1661,2542,1529,2063,1165
"ENSMUSG00000032243",0,0,0,0,0,0
"ENSMUSG00000032244",1673,2187,3068,2430,2037,2116
"ENSMUSG00000032245",384,288,442,297,209,216
"ENSMUSG00000032246",37,63,1,15,16,0
"ENSMUSG00000032249",418,507,657,569,565,746
"ENSMUSG00000032251",64,100,208,107,108,143
"ENSMUSG00000032252",1232,2644,3433,1553,2282,1158
"ENSMUSG00000032253",2601,2895,3694,2189,2481,3586
"ENSMUSG00000032254",164,492,430,738,193,356
"ENSMUSG00000032257",0,0,0,0,0,0
"ENSMUSG00000032258",151,247,548,289,415,590
"ENSMUSG00000032259",0,0,0,0,0,0
"ENSMUSG00000032261",1195,1341,1475,903,427,864
"ENSMUSG00000032262",490,254,539,67,0,126
"ENSMUSG00000032263",451,247,510,415,439,251
"ENSMUSG00000032264",1662,1035,2103,1586,1365,1666
"ENSMUSG00000032265",53,41,53,118,50,74
"ENSMUSG00000032267",568,462,681,413,613,937
"ENSMUSG00000032268",0,0,0,0,0,0
"ENSMUSG00000032269",0,0,71,0,0,0
"ENSMUSG00000032271",0,32,74,10,22,45
"ENSMUSG00000032274",0,0,0,0,0,0
"ENSMUSG00000032278",31970,17171,25394,29750,20502,18407
"ENSMUSG00000032279",3028,2632,3780,2506,3316,2933
"ENSMUSG00000032280",1731,1400,2627,1812,1173,1355
"ENSMUSG00000032281",59,0,0,0,0,77
"ENSMUSG00000032285",2753,2629,3719,4164,2030,2602
"ENSMUSG00000032288",1215,794,1454,879,1245,1082
"ENSMUSG00000032289",0,13,78,24,15,192
"ENSMUSG00000032290",2428,928,2012,2030,1212,1715
"ENSMUSG00000032291",0,0,0,0,0,0
"ENSMUSG00000032292",0,0,0,0,0,0
"ENSMUSG00000032293",1100,1382,2021,2208,1566,1472
"ENSMUSG00000032294",31007,24037,44625,22295,25366,23304
"ENSMUSG00000032295",2451,3148,3601,2306,1748,3233
"ENSMUSG00000032297",0,50,0,0,0,0
"ENSMUSG00000032298",314,447,455,498,349,429
"ENSMUSG00000032299",1330,1040,1568,1374,1541,1077
"ENSMUSG00000032300",734,549,569,579,432,852
"ENSMUSG00000032301",1608,1625,1954,1911,2261,1816
"ENSMUSG00000032303",0,0,0,0,0,0
"ENSMUSG00000032305",3965,3355,6797,4240,4692,5004
"ENSMUSG00000032306",858,655,1344,1205,614,922
"ENSMUSG00000032307",1009,1023,1308,1418,1356,1119
"ENSMUSG00000032308",990,1321,1502,1093,897,893
"ENSMUSG00000032309",2231,2058,3127,3170,2701,2219
"ENSMUSG00000032310",0,0,0,0,0,0
"ENSMUSG00000032311",0,23,19,15,4,0
"ENSMUSG00000032312",671,616,809,565,906,705
"ENSMUSG00000032313",0,0,0,0,0,0
"ENSMUSG00000032314",2606,2622,3397,2432,3675,2584
"ENSMUSG00000032315",1,43,3,2718,0,3
"ENSMUSG00000032316",2728,1969,3731,3089,2645,2761
"ENSMUSG00000032318",0,3,0,0,0,0
"ENSMUSG00000032320",11337,10596,15621,10661,11998,10870
"ENSMUSG00000032322",0,4,1,0,0,29
"ENSMUSG00000032323",0,0,0,0,0,0
"ENSMUSG00000032324",5815,5798,8199,5683,7536,6569
"ENSMUSG00000032327",18652,20685,31361,16324,14174,9268
"ENSMUSG00000032328",18227,17994,27122,18558,21323,20182
"ENSMUSG00000032329",2836,3704,7201,1360,4262,3947
"ENSMUSG00000032330",1814,1696,2033,1834,2028,1814
"ENSMUSG00000032332",0,66,3,0,64,0
"ENSMUSG00000032333",2025,1622,1743,1036,1909,1458
"ENSMUSG00000032334",0,4,26,14,42,23
"ENSMUSG00000032336",5433,5980,8107,4983,5099,5188
"ENSMUSG00000032338",0,0,0,0,0,0
"ENSMUSG00000032340",1088,1754,3275,1474,1344,1753
"ENSMUSG00000032342",540,672,1047,915,1063,1097
"ENSMUSG00000032343",0,0,0,2,0,0
"ENSMUSG00000032344",212,355,748,320,294,192
"ENSMUSG00000032346",0,51,69,0,28,22
"ENSMUSG00000032348",6464,7805,10271,7235,10425,7836
"ENSMUSG00000032349",9868,9933,13670,14792,10551,10308
"ENSMUSG00000032350",2418,2446,3396,2618,2547,2700
"ENSMUSG00000032352",127,352,330,176,95,341
"ENSMUSG00000032353",2515,2244,2646,2017,2201,2278
"ENSMUSG00000032355",0,74,0,0,0,0
"ENSMUSG00000032356",0,0,0,0,0,0
"ENSMUSG00000032357",0,0,0,0,0,7
"ENSMUSG00000032358",0,0,0,0,0,0
"ENSMUSG00000032359",20340,16703,21389,25410,20417,15278
"ENSMUSG00000032360",0,0,0,0,0,0
"ENSMUSG00000032363",10,1,15,99,8,192
"ENSMUSG00000032366",23481,20435,28738,23533,25445,20077
"ENSMUSG00000032368",15,49,25,67,62,115
"ENSMUSG00000032369",6076,4363,6897,2372,3488,3249
"ENSMUSG00000032370",1173,1567,2133,1977,1550,1834
"ENSMUSG00000032372",5344,7177,8115,2081,5950,6024
"ENSMUSG00000032373",0,2,3,0,2,113
"ENSMUSG00000032374",1006,1394,1365,1098,1212,942
"ENSMUSG00000032375",610,1933,1633,534,333,966
"ENSMUSG00000032376",1268,1670,2075,1446,2046,2501
"ENSMUSG00000032377",11239,12748,19872,5742,11288,10643
"ENSMUSG00000032380",96,1,0,38,78,53
"ENSMUSG00000032381",1543,1444,1256,1519,1542,1303
"ENSMUSG00000032382",8588,7472,10615,7648,9669,6550
"ENSMUSG00000032383",1333,1255,1627,1411,1536,1151
"ENSMUSG00000032384",502,875,1080,761,340,370
"ENSMUSG00000032386",2088,1443,2710,1998,2602,2187
"ENSMUSG00000032387",341,345,566,545,286,646
"ENSMUSG00000032388",2682,2533,3279,2347,2805,2264
"ENSMUSG00000032392",1040,1117,970,618,848,784
"ENSMUSG00000032393",4845,5325,7791,4722,5733,4928
"ENSMUSG00000032394",100,139,245,232,341,353
"ENSMUSG00000032396",1636,890,2005,1211,1435,1464
"ENSMUSG00000032397",1684,1920,2175,990,1835,1772
"ENSMUSG00000032398",1006,803,1367,866,1055,1015
"ENSMUSG00000032399",9199,7871,10928,8335,8486,7382
"ENSMUSG00000032400",0,0,26,62,0,52
"ENSMUSG00000032401",0,0,0,0,0,0
"ENSMUSG00000032402",1901,1754,1903,1458,1800,2220
"ENSMUSG00000032403",191,214,243,104,104,194
"ENSMUSG00000032405",4753,4816,8641,3876,4613,5117
"ENSMUSG00000032407",4624,4401,8870,4553,3831,4595
"ENSMUSG00000032409",411,593,1072,406,479,370
"ENSMUSG00000032410",762,828,1674,872,649,1043
"ENSMUSG00000032411",2110,2396,3791,1739,2258,2068
"ENSMUSG00000032412",13429,12514,17483,13091,14669,14187
"ENSMUSG00000032413",931,972,1980,1771,1318,1217
"ENSMUSG00000032415",0,128,149,46,1,63
"ENSMUSG00000032417",42,131,110,37,131,110
"ENSMUSG00000032418",104,355,648,280,184,100
"ENSMUSG00000032419",190,477,444,105,1,190
"ENSMUSG00000032420",416,406,462,0,176,107
"ENSMUSG00000032422",1686,1815,2350,2638,1901,1642
"ENSMUSG00000032423",1262,837,1231,1155,1210,1649
"ENSMUSG00000032425",651,579,737,596,1038,871
"ENSMUSG00000032431",7256,7670,11041,6869,7197,7407
"ENSMUSG00000032434",16759,16718,25498,20367,21482,20625
"ENSMUSG00000032435",5914,2847,4256,5763,4895,3774
"ENSMUSG00000032436",447,381,514,446,252,375
"ENSMUSG00000032437",7025,7383,12160,9328,7087,8591
"ENSMUSG00000032440",23891,23566,37187,24073,26607,33036
"ENSMUSG00000032443",0,12,42,0,44,9
"ENSMUSG00000032446",0,0,0,0,77,0
"ENSMUSG00000032449",1205,1871,1879,2017,1529,1488
"ENSMUSG00000032451",0,0,0,0,0,0
"ENSMUSG00000032452",0,0,0,0,0,0
"ENSMUSG00000032454",0,0,0,0,0,0
"ENSMUSG00000032456",61,224,352,41,121,287
"ENSMUSG00000032458",5866,4272,8371,5699,5278,5605
"ENSMUSG00000032459",483,196,279,292,273,246
"ENSMUSG00000032462",2458,2783,4694,2782,3989,2884
"ENSMUSG00000032463",2279,2195,3500,2856,3509,2802
"ENSMUSG00000032468",2050,2396,3570,2019,1947,2432
"ENSMUSG00000032469",1369,1203,1079,783,1311,949
"ENSMUSG00000032470",743,872,1171,983,854,519
"ENSMUSG00000032473",0,0,0,0,0,0
"ENSMUSG00000032475",3172,2758,4276,4361,4262,3697
"ENSMUSG00000032477",1083,799,1682,863,1041,1005
"ENSMUSG00000032478",240,453,654,439,511,373
"ENSMUSG00000032479",23915,20953,33920,25780,19666,24547
"ENSMUSG00000032480",4360,3991,6797,5053,4903,4825
"ENSMUSG00000032481",473,887,1168,1083,696,1432
"ENSMUSG00000032482",120,24,45,56,47,51
"ENSMUSG00000032484",0,17,0,0,0,0
"ENSMUSG00000032485",2550,2150,4329,3177,2271,2355
"ENSMUSG00000032487",14459,12673,17324,11436,5934,6865
"ENSMUSG00000032489",3,8,123,38,0,115
"ENSMUSG00000032491",116,147,166,112,79,43
"ENSMUSG00000032492",986,816,1206,737,931,1210
"ENSMUSG00000032493",0,0,0,0,0,0
"ENSMUSG00000032494",0,0,37,0,0,0
"ENSMUSG00000032495",1,23,0,43,0,0
"ENSMUSG00000032496",0,64,1,59,0,12
"ENSMUSG00000032497",2119,2211,2784,2352,2674,2196
"ENSMUSG00000032498",870,664,1385,571,786,1080
"ENSMUSG00000032500",0,0,1,0,0,0
"ENSMUSG00000032501",3737,2139,4599,2253,1829,1947
"ENSMUSG00000032502",0,19,0,0,68,62
"ENSMUSG00000032503",0,9,0,0,0,30
"ENSMUSG00000032504",9994,7465,13105,9344,6376,6855
"ENSMUSG00000032507",506,607,995,893,672,794
"ENSMUSG00000032508",3653,2944,4885,2705,2736,2209
"ENSMUSG00000032511",0,0,0,0,0,0
"ENSMUSG00000032512",3867,3254,5791,3177,3009,3469
"ENSMUSG00000032513",508,539,1744,667,855,1231
"ENSMUSG00000032514",3,21,27,1,15,1
"ENSMUSG00000032515",40605,27064,55513,20314,26294,22544
"ENSMUSG00000032517",96,1623,598,272,751,207
"ENSMUSG00000032518",606,566,750,465,494,520
"ENSMUSG00000032519",1243,897,1760,1857,1105,1491
"ENSMUSG00000032523",0,14,20,0,1,0
"ENSMUSG00000032525",902,807,1038,1224,1185,1083
"ENSMUSG00000032526",238,274,317,248,307,276
"ENSMUSG00000032527",147,551,488,218,466,623
"ENSMUSG00000032528",0,74,0,0,0,0
"ENSMUSG00000032530",0,0,0,0,0,0
"ENSMUSG00000032531",13993,18797,29922,12648,16415,21821
"ENSMUSG00000032532",12,1,0,0,0,9
"ENSMUSG00000032534",1871,1895,2128,1931,2117,1505
"ENSMUSG00000032536",4970,5974,7630,5734,4406,5448
"ENSMUSG00000032537",2,0,3,59,2,43
"ENSMUSG00000032540",2312,2427,3202,2153,2533,2850
"ENSMUSG00000032547",2531,1736,3451,2683,3072,2224
"ENSMUSG00000032548",1144,1302,1084,815,943,789
"ENSMUSG00000032549",1957,1545,1552,1656,1698,2334
"ENSMUSG00000032551",617,528,864,666,763,711
"ENSMUSG00000032553",2442,1906,3038,2722,2627,2543
"ENSMUSG00000032554",18,30,13,11,12,16
"ENSMUSG00000032555",1234,1108,2422,1745,1205,1304
"ENSMUSG00000032556",0,0,0,0,0,0
"ENSMUSG00000032557",3533,2099,2894,3355,3026,3043
"ENSMUSG00000032558",623,601,1318,0,247,483
"ENSMUSG00000032560",549,1443,2076,1063,1204,1581
"ENSMUSG00000032561",0,0,0,0,0,0
"ENSMUSG00000032562",57108,46160,72805,55051,57774,54527
"ENSMUSG00000032563",1226,1574,2014,910,1270,1427
"ENSMUSG00000032564",0,0,0,0,0,0
"ENSMUSG00000032565",452,428,1095,339,763,717
"ENSMUSG00000032566",0,0,0,0,0,0
"ENSMUSG00000032567",352,499,1022,329,800,813
"ENSMUSG00000032570",13118,14712,21470,14844,13705,14930
"ENSMUSG00000032571",2442,2801,3402,1342,2550,2120
"ENSMUSG00000032572",0,0,0,0,0,0
"ENSMUSG00000032575",2149,1555,2225,3085,1896,1332
"ENSMUSG00000032577",548,989,1002,962,471,671
"ENSMUSG00000032578",1393,1382,1868,812,1823,1624
"ENSMUSG00000032579",531,296,614,324,767,289
"ENSMUSG00000032580",7716,8098,10522,7608,7106,8804
"ENSMUSG00000032582",2489,3019,4463,3193,2351,3331
"ENSMUSG00000032583",1835,1378,1356,1537,976,1230
"ENSMUSG00000032584",0,0,33,0,0,55
"ENSMUSG00000032586",98,77,198,153,394,309
"ENSMUSG00000032589",0,5,0,0,0,0
"ENSMUSG00000032590",1745,1284,3148,1846,2818,2023
"ENSMUSG00000032591",0,0,0,0,7,0
"ENSMUSG00000032593",0,51,162,26,27,65
"ENSMUSG00000032594",7865,7149,15962,7884,9253,9626
"ENSMUSG00000032595",30,6,10,35,88,63
"ENSMUSG00000032596",3260,3494,7496,3347,4266,6312
"ENSMUSG00000032598",1745,1922,1858,1253,1939,1313
"ENSMUSG00000032599",202,315,334,168,274,287
"ENSMUSG00000032601",5287,4538,7085,4912,4732,4452
"ENSMUSG00000032602",3194,2671,3897,2207,3914,2764
"ENSMUSG00000032604",1325,1458,1517,1384,1460,1071
"ENSMUSG00000032606",1373,1333,1639,1452,1856,1704
"ENSMUSG00000032607",30,38,123,133,53,26
"ENSMUSG00000032609",2024,2181,2795,1784,2415,2128
"ENSMUSG00000032611",82,37,82,51,36,136
"ENSMUSG00000032612",8806,7672,12280,10405,8285,9707
"ENSMUSG00000032615",1111,771,938,627,1028,597
"ENSMUSG00000032621",1908,2253,2491,1914,1757,1989
"ENSMUSG00000032623",0,0,0,0,0,0
"ENSMUSG00000032624",947,2556,3319,2082,2581,3019
"ENSMUSG00000032625",578,405,536,309,116,510
"ENSMUSG00000032633",1863,2519,3241,2713,2014,2530
"ENSMUSG00000032637",3134,2613,4385,2804,2837,3147
"ENSMUSG00000032640",354,251,387,169,343,261
"ENSMUSG00000032641",161,151,209,36,291,101
"ENSMUSG00000032643",2,2,4,10,26,13
"ENSMUSG00000032648",897,995,1191,799,811,1125
"ENSMUSG00000032649",3037,4298,6774,3222,4778,5078
"ENSMUSG00000032652",2693,1711,3584,1348,1542,897
"ENSMUSG00000032656",95,309,229,157,390,311
"ENSMUSG00000032657",468,456,648,517,354,346
"ENSMUSG00000032661",0,0,1,0,0,0
"ENSMUSG00000032666",431,426,421,56,271,492
"ENSMUSG00000032667",9844,7006,9798,11105,8194,8857
"ENSMUSG00000032671",0,7,0,0,4,0
"ENSMUSG00000032673",327,242,404,338,453,358
"ENSMUSG00000032679",10511,7190,8974,9221,7210,6117
"ENSMUSG00000032680",0,0,0,7,0,3
"ENSMUSG00000032688",1333,1294,2087,1615,1240,1656
"ENSMUSG00000032690",1748,1148,2559,920,984,684
"ENSMUSG00000032691",21,0,0,0,0,0
"ENSMUSG00000032698",14142,17235,30526,14480,26474,22897
"ENSMUSG00000032702",2538,2369,5347,4385,1796,2535
"ENSMUSG00000032705",2383,2192,3305,1959,2526,2801
"ENSMUSG00000032712",1113,825,1390,856,813,1074
"ENSMUSG00000032714",2343,1983,3388,2850,2508,3078
"ENSMUSG00000032715",1462,954,1693,1265,809,1191
"ENSMUSG00000032717",0,0,0,0,0,0
"ENSMUSG00000032718",956,806,1214,656,962,747
"ENSMUSG00000032719",389,427,623,317,183,155
"ENSMUSG00000032724",94,128,595,108,439,485
"ENSMUSG00000032725",20,8,73,29,21,15
"ENSMUSG00000032726",0,0,28,0,0,0
"ENSMUSG00000032727",1031,1673,2690,1574,1132,2080
"ENSMUSG00000032733",560,478,171,413,513,362
"ENSMUSG00000032735",210,263,295,394,103,188
"ENSMUSG00000032737",2181,2299,2644,1421,2303,2858
"ENSMUSG00000032739",1,3,3,11,0,0
"ENSMUSG00000032740",1235,1597,1561,2264,973,2963
"ENSMUSG00000032741",315,192,743,368,357,397
"ENSMUSG00000032743",158,392,240,302,269,246
"ENSMUSG00000032744",2170,1309,2685,1593,1983,3698
"ENSMUSG00000032745",6095,5155,8240,6413,5867,6548
"ENSMUSG00000032750",283,335,322,154,452,303
"ENSMUSG00000032754",1289,1479,2891,1247,1939,1098
"ENSMUSG00000032757",2101,1838,1723,1203,2644,2075
"ENSMUSG00000032758",18,3,17,0,1,0
"ENSMUSG00000032763",1627,1173,2300,1369,2169,1803
"ENSMUSG00000032766",5753,4700,6547,5669,6250,5508
"ENSMUSG00000032769",0,0,0,0,0,0
"ENSMUSG00000032773",0,62,93,59,226,47
"ENSMUSG00000032776",0,93,0,4,0,57
"ENSMUSG00000032777",2159,1810,4299,1085,2005,2268
"ENSMUSG00000032782",816,174,480,535,270,351
"ENSMUSG00000032783",0,0,0,0,50,0
"ENSMUSG00000032786",46641,29172,46702,49285,30861,26499
"ENSMUSG00000032788",17971,15528,27017,16331,17852,18050
"ENSMUSG00000032796",0,221,1,0,79,93
"ENSMUSG00000032802",1055,1411,3163,1048,1534,1623
"ENSMUSG00000032803",3260,3007,5019,3706,3717,2954
"ENSMUSG00000032806",1108,829,1309,879,1140,1547
"ENSMUSG00000032807",0,0,0,0,0,0
"ENSMUSG00000032808",0,0,0,0,0,0
"ENSMUSG00000032812",501,419,763,557,421,469
"ENSMUSG00000032815",0,25,31,32,22,38
"ENSMUSG00000032816",0,0,0,1,0,87
"ENSMUSG00000032818",0,0,0,0,0,0
"ENSMUSG00000032826",0,115,107,123,0,3
"ENSMUSG00000032827",0,5,0,119,0,8
"ENSMUSG00000032834",821,1129,2951,837,1077,678
"ENSMUSG00000032839",723,396,255,82,50,53
"ENSMUSG00000032840",455,517,981,331,484,829
"ENSMUSG00000032841",3330,4256,7514,4940,7872,6601
"ENSMUSG00000032842",339,324,736,183,184,592
"ENSMUSG00000032845",0,0,0,0,0,0
"ENSMUSG00000032846",658,181,576,224,424,247
"ENSMUSG00000032849",23505,20865,35168,20812,15732,20953
"ENSMUSG00000032850",10,65,0,24,0,9
"ENSMUSG00000032852",0,0,0,0,0,0
"ENSMUSG00000032854",0,0,0,0,0,0
"ENSMUSG00000032855",2718,3256,4346,2710,2107,2437
"ENSMUSG00000032860",1933,1056,2638,1048,1185,1188
"ENSMUSG00000032864",0,0,0,0,0,0
"ENSMUSG00000032867",3147,3083,4106,2269,3562,2810
"ENSMUSG00000032869",2248,2023,2913,2345,2338,2186
"ENSMUSG00000032870",1145,1086,1663,1291,1506,1202
"ENSMUSG00000032872",1377,1356,1528,1477,1605,1410
"ENSMUSG00000032875",539,530,821,776,934,300
"ENSMUSG00000032878",7843,6072,6979,7501,6716,4768
"ENSMUSG00000032883",3857,5962,9139,4166,7189,7443
"ENSMUSG00000032889",113,104,144,115,161,148
"ENSMUSG00000032890",0,19,6,0,0,0
"ENSMUSG00000032892",0,2,0,0,0,0
"ENSMUSG00000032894",0,0,0,0,0,0
"ENSMUSG00000032897",479,512,853,513,686,580
"ENSMUSG00000032898",2777,3114,4532,2735,2987,3787
"ENSMUSG00000032899",0,0,0,77,0,0
"ENSMUSG00000032900",0,7,0,0,3,0
"ENSMUSG00000032902",49137,52376,124397,44699,80896,76111
"ENSMUSG00000032905",3640,3449,6871,4111,4549,3739
"ENSMUSG00000032908",11560,15964,24414,11425,13882,16674
"ENSMUSG00000032911",983,852,1862,752,2435,1299
"ENSMUSG00000032913",888,1568,3143,1376,1561,1903
"ENSMUSG00000032915",0,0,0,0,0,10
"ENSMUSG00000032921",0,14,0,0,0,0
"ENSMUSG00000032925",0,0,60,0,0,42
"ENSMUSG00000032932",1009,1123,1488,1262,1489,1504
"ENSMUSG00000032936",0,0,0,0,0,0
"ENSMUSG00000032937",0,0,0,0,0,0
"ENSMUSG00000032939",2343,1975,3497,1665,2302,2641
"ENSMUSG00000032940",97,305,0,0,13,10
"ENSMUSG00000032942",0,0,0,0,0,0
"ENSMUSG00000032946",5730,2354,4198,7312,3440,3309
"ENSMUSG00000032948",0,0,0,0,0,0
"ENSMUSG00000032952",100,126,149,60,92,111
"ENSMUSG00000032959",2150,1569,2411,2050,1933,1700
"ENSMUSG00000032965",764,1003,1367,794,954,522
"ENSMUSG00000032966",20916,14779,24559,21770,19040,16823
"ENSMUSG00000032968",47,26,38,0,0,26
"ENSMUSG00000032977",1092,1033,1323,1042,971,951
"ENSMUSG00000032978",0,0,0,0,0,0
"ENSMUSG00000032985",0,0,0,0,0,0
"ENSMUSG00000032987",0,0,0,0,0,0
"ENSMUSG00000032988",0,0,0,0,0,0
"ENSMUSG00000032997",498,126,516,410,367,300
"ENSMUSG00000032998",2122,1834,3577,1644,2124,2253
"ENSMUSG00000032999",0,0,0,0,0,0
"ENSMUSG00000033004",2054,1687,2701,1254,1382,2868
"ENSMUSG00000033006",0,0,0,1,0,0
"ENSMUSG00000033007",0,0,10,0,0,0
"ENSMUSG00000033009",206,266,713,473,273,349
"ENSMUSG00000033014",610,523,826,889,531,749
"ENSMUSG00000033015",0,0,0,0,0,0
"ENSMUSG00000033016",6349,4666,8641,5077,4150,4909
"ENSMUSG00000033020",751,566,732,877,833,713
"ENSMUSG00000033021",791,986,1590,1064,1322,1028
"ENSMUSG00000033022",273,148,124,58,201,117
"ENSMUSG00000033024",2,0,0,3,0,2
"ENSMUSG00000033027",0,0,0,0,0,0
"ENSMUSG00000033029",8,3,3,12,3,17
"ENSMUSG00000033031",0,0,96,0,1,65
"ENSMUSG00000033032",24808,25916,42278,31348,31353,36492
"ENSMUSG00000033033",300,270,868,319,497,404
"ENSMUSG00000033036",0,0,0,0,0,0
"ENSMUSG00000033039",1368,1131,1678,838,1096,1425
"ENSMUSG00000033044",0,0,0,0,0,0
"ENSMUSG00000033047",3890,3171,5217,4607,4758,3746
"ENSMUSG00000033053",0,0,0,0,0,0
"ENSMUSG00000033054",1729,1363,1303,1093,679,1785
"ENSMUSG00000033055",1541,1125,2363,1676,1744,1635
"ENSMUSG00000033059",2113,2510,4614,3606,3700,4060
"ENSMUSG00000033060",5688,6680,9190,5204,6806,7903
"ENSMUSG00000033061",0,0,6,0,3,6
"ENSMUSG00000033063",0,0,0,0,0,0
"ENSMUSG00000033065",1915,1745,2994,1583,1558,2128
"ENSMUSG00000033066",6,46,121,37,27,66
"ENSMUSG00000033068",237,248,271,211,345,465
"ENSMUSG00000033075",1435,1472,2759,1618,2802,2760
"ENSMUSG00000033080",0,0,0,0,0,0
"ENSMUSG00000033082",1727,1322,1994,798,1392,1178
"ENSMUSG00000033083",15494,8558,12769,16010,7824,7300
"ENSMUSG00000033088",10879,7131,12090,10579,9941,6866
"ENSMUSG00000033096",3806,3430,6547,2533,3999,3034
"ENSMUSG00000033099",524,256,391,437,291,249
"ENSMUSG00000033102",240,196,429,274,356,450
"ENSMUSG00000033105",758,603,988,317,380,705
"ENSMUSG00000033106",1042,1062,1612,1170,928,1195
"ENSMUSG00000033107",3978,3404,4796,4263,3313,3826
"ENSMUSG00000033111",1366,1329,1917,1084,1456,1299
"ENSMUSG00000033114",1748,1427,2442,1179,1213,1667
"ENSMUSG00000033122",0,0,0,0,0,0
"ENSMUSG00000033124",1591,2173,2994,2042,2884,2312
"ENSMUSG00000033126",195,174,197,284,151,61
"ENSMUSG00000033128",3331,3183,7149,3696,4603,4375
"ENSMUSG00000033147",404,513,869,992,421,478
"ENSMUSG00000033149",4945,5405,6994,4576,4371,7095
"ENSMUSG00000033152",54,32,158,111,128,79
"ENSMUSG00000033156",0,0,0,0,0,0
"ENSMUSG00000033157",1337,983,1574,1026,1587,1111
"ENSMUSG00000033159",5279,5028,7265,6281,5884,4772
"ENSMUSG00000033161",12927,9052,18516,11479,13686,12572
"ENSMUSG00000033166",877,530,1503,472,684,935
"ENSMUSG00000033170",12271,11427,19282,13662,12060,14874
"ENSMUSG00000033174",5906,5278,6953,4242,4367,4939
"ENSMUSG00000033177",0,0,0,0,0,0
"ENSMUSG00000033182",0,0,0,0,0,0
"ENSMUSG00000033184",7807,8920,15022,9409,8969,11157
"ENSMUSG00000033186",2911,2764,3719,2751,2129,2899
"ENSMUSG00000033187",0,0,85,0,0,0
"ENSMUSG00000033191",40744,43060,67225,38588,40978,51492
"ENSMUSG00000033192",0,63,59,0,80,148
"ENSMUSG00000033196",0,0,0,0,0,0
"ENSMUSG00000033200",0,0,0,0,0,0
"ENSMUSG00000033207",87,58,398,401,362,152
"ENSMUSG00000033208",5,37,12,56,66,5
"ENSMUSG00000033209",1607,1612,2378,1724,2084,3354
"ENSMUSG00000033210",0,0,0,0,0,0
"ENSMUSG00000033213",0,0,11,0,0,0
"ENSMUSG00000033214",0,7,402,0,0,0
"ENSMUSG00000033216",1154,1442,2165,1309,1159,1323
"ENSMUSG00000033219",0,0,0,0,0,0
"ENSMUSG00000033220",0,78,86,21,86,78
"ENSMUSG00000033222",548,440,978,277,228,858
"ENSMUSG00000033227",0,0,0,0,0,0
"ENSMUSG00000033228",1804,1583,1890,1427,1860,1943
"ENSMUSG00000033233",133,228,152,255,116,234
"ENSMUSG00000033237",1871,2010,2959,1580,2103,3122
"ENSMUSG00000033249",46,87,104,105,101,66
"ENSMUSG00000033253",366,309,327,176,355,474
"ENSMUSG00000033255",0,0,0,0,0,0
"ENSMUSG00000033256",313,386,470,582,354,370
"ENSMUSG00000033257",344,385,1462,683,457,738
"ENSMUSG00000033268",0,10,82,19,0,72
"ENSMUSG00000033272",6588,5565,10395,5784,7554,7690
"ENSMUSG00000033276",206,14,89,112,168,94
"ENSMUSG00000033278",21835,25572,43630,21859,20667,26468
"ENSMUSG00000033282",138,263,59,284,42,222
"ENSMUSG00000033285",993,1558,2249,1957,1682,1772
"ENSMUSG00000033287",1576,1175,2357,1375,1623,1698
"ENSMUSG00000033294",817,786,1174,550,762,628
"ENSMUSG00000033295",54,41,183,149,3,189
"ENSMUSG00000033306",961,1942,1609,1528,2203,2757
"ENSMUSG00000033307",370,310,502,305,325,240
"ENSMUSG00000033308",0,0,0,0,0,0
"ENSMUSG00000033313",355,382,274,316,418,426
"ENSMUSG00000033316",0,0,0,0,0,0
"ENSMUSG00000033318",1328,1833,2495,930,1962,1868
