,OH1,OH3,OH4,YH1,YH3,YH4_1,YH4_L2
ENSMUSG00000025104,2173,1953,2530,1760,1494,1868,1825
ENSMUSG00000025105,0,0,0,0,0,0,0
ENSMUSG00000025127,95,1,133,2,81,0,6
ENSMUSG00000025128,90,38,112,42,88,211,216
ENSMUSG00000025129,0,0,0,42,0,0,0
ENSMUSG00000025130,23183,25765,22317,26457,23659,26411,26797
ENSMUSG00000025132,41039,37438,31647,32011,34550,34613,34925
ENSMUSG00000025133,1620,2802,1925,2986,2756,2262,2251
ENSMUSG00000025134,4686,6575,4993,5617,6290,5860,5870
ENSMUSG00000025135,2677,3088,2753,1582,2655,2895,2757
ENSMUSG00000025137,2017,1617,2186,1227,1620,1948,1988
ENSMUSG00000025138,4661,4534,5140,2852,3618,4481,4604
ENSMUSG00000025139,8502,11305,11014,11118,9225,12245,12666
ENSMUSG00000025140,11,0,60,56,0,45,48
ENSMUSG00000025141,0,29,0,0,22,0,0
ENSMUSG00000025142,2510,2828,2029,1429,1840,2482,2506
ENSMUSG00000025144,809,985,680,498,826,939,933
ENSMUSG00000025145,2359,1934,2694,2032,1663,2620,2631
ENSMUSG00000025147,7371,5308,4224,5530,5454,6147,6262
ENSMUSG00000025150,16,43,49,13,83,39,30
ENSMUSG00000025151,6161,7038,7163,7357,8116,6437,6501
ENSMUSG00000025153,407,425,432,51,58,804,874
ENSMUSG00000025154,1,440,201,358,322,373,386
ENSMUSG00000025155,1610,2035,2615,1301,1937,2297,2406
ENSMUSG00000025156,907,984,954,798,1156,1268,1268
ENSMUSG00000025157,1060,1242,992,977,1009,1253,1305
ENSMUSG00000025158,2074,3078,3383,2786,2738,2960,3025
ENSMUSG00000025159,1661,1712,1928,2384,2074,1497,1523
ENSMUSG00000025161,275,376,428,684,461,311,275
ENSMUSG00000025162,8314,10279,9092,9160,9665,8817,9006
ENSMUSG00000025163,0,16,0,0,17,0,0
ENSMUSG00000025165,0,0,0,0,0,0,0
ENSMUSG00000025169,659,877,1004,401,670,735,752
ENSMUSG00000025170,167,97,174,69,0,40,45
ENSMUSG00000025171,1051,1311,1126,1674,1542,1201,1335
ENSMUSG00000025172,0,0,1,0,0,0,1
ENSMUSG00000025173,3691,4374,3905,3225,5802,4806,4842
ENSMUSG00000025175,30,107,167,0,30,54,48
ENSMUSG00000025176,51,10,10,46,62,30,30
ENSMUSG00000025178,1621,2109,2194,1232,1902,1787,1893
ENSMUSG00000025184,1875,1778,1954,1283,1531,2773,2881
ENSMUSG00000025185,0,155,165,325,18,0,1
ENSMUSG00000025188,551,461,452,398,53,470,525
ENSMUSG00000025189,0,0,0,0,0,1,0
ENSMUSG00000025190,867,1409,1115,1063,536,1446,1510
ENSMUSG00000025192,102,111,151,158,89,166,186
ENSMUSG00000025193,940,601,410,320,348,482,505
ENSMUSG00000025194,0,0,0,0,0,0,0
ENSMUSG00000025195,609,2458,1233,758,747,1798,1782
ENSMUSG00000025196,0,0,0,0,0,0,1
ENSMUSG00000025197,0,0,0,0,0,0,0
ENSMUSG00000025198,2087,716,1671,2935,2428,1476,1482
ENSMUSG00000025199,3616,3206,4230,3629,5014,4614,4875
ENSMUSG00000025200,886,392,1164,769,291,755,694
ENSMUSG00000025201,377,317,241,237,181,269,277
ENSMUSG00000025202,0,0,0,0,0,6,11
ENSMUSG00000025203,433,2081,2125,1392,1944,2205,2239
ENSMUSG00000025204,1962,1750,1801,1561,1765,2498,2682
ENSMUSG00000025207,0,0,0,0,0,1,1
ENSMUSG00000025208,1182,987,817,661,906,1076,1106
ENSMUSG00000025209,443,769,716,253,614,766,789
ENSMUSG00000025212,4544,4062,5128,2674,5075,4605,4703
ENSMUSG00000025213,761,871,1267,940,790,1061,1041
ENSMUSG00000025215,317,199,262,218,272,467,471
ENSMUSG00000025216,0,0,0,0,0,0,0
ENSMUSG00000025217,2566,2737,3162,1523,2008,2455,2579
ENSMUSG00000025218,289,736,466,388,283,280,281
ENSMUSG00000025219,0,0,0,0,0,0,0
ENSMUSG00000025220,3986,6199,6592,6924,5270,7077,7351
ENSMUSG00000025221,0,6,107,70,0,44,36
ENSMUSG00000025223,4173,5580,5010,2474,4973,5263,5177
ENSMUSG00000025224,1593,3334,2216,3264,2548,2211,2173
ENSMUSG00000025225,3211,2784,3029,3943,3797,3574,3752
ENSMUSG00000025226,244,312,178,258,282,240,277
ENSMUSG00000025227,685,933,877,379,798,1193,1198
ENSMUSG00000025228,8184,9654,8225,9301,8523,9062,9340
ENSMUSG00000025229,0,2,1,0,0,0,0
ENSMUSG00000025231,1778,1888,2964,2224,3402,2574,2576
ENSMUSG00000025232,4787,5214,4189,4597,4203,3763,3755
ENSMUSG00000025234,3710,4726,4691,4620,5963,4758,4897
ENSMUSG00000025235,798,914,668,368,614,1223,1266
ENSMUSG00000025236,1701,1354,1428,2170,1623,1559,1631
ENSMUSG00000025237,2118,2454,3371,2880,2750,3201,3164
ENSMUSG00000025239,3169,3779,3146,5404,3917,5682,5677
ENSMUSG00000025240,4929,6672,5674,6742,4338,5891,5960
ENSMUSG00000025241,1581,3128,2440,1923,2519,2165,2218
ENSMUSG00000025243,64,0,0,0,0,0,0
ENSMUSG00000025245,505,290,601,402,500,387,369
ENSMUSG00000025246,3574,5323,5344,6439,4891,4845,5083
ENSMUSG00000025255,0,0,0,0,0,0,0
ENSMUSG00000025257,25,0,100,97,61,116,107
ENSMUSG00000025260,1134,1218,842,820,929,1242,1248
ENSMUSG00000025261,2163,1580,2504,2020,2568,2480,2685
ENSMUSG00000025262,119,340,77,207,187,59,56
ENSMUSG00000025264,776,1275,979,656,609,911,882
ENSMUSG00000025265,112,444,245,312,127,218,210
ENSMUSG00000025266,1087,1571,1659,1778,1402,1528,1533
ENSMUSG00000025268,1008,2056,1419,780,1942,1818,1782
ENSMUSG00000025269,288,458,272,639,590,271,279
ENSMUSG00000025270,767,1758,996,1071,663,785,742
ENSMUSG00000025271,0,107,22,0,1,0,3
ENSMUSG00000025272,0,0,0,462,0,0,0
ENSMUSG00000025277,1255,1446,995,1299,815,1054,1120
ENSMUSG00000025278,7526,7549,8650,10468,7226,7587,7797
ENSMUSG00000025279,0,0,7,0,0,0,0
ENSMUSG00000025280,905,1007,1720,1603,658,1165,1164
ENSMUSG00000025283,9214,9540,8660,7835,8973,8971,9122
ENSMUSG00000025287,3522,1986,2285,2958,2390,2861,2956
ENSMUSG00000025288,0,0,0,0,0,0,0
ENSMUSG00000025289,2907,2831,1992,1603,2781,2774,2843
ENSMUSG00000025290,481,406,383,300,331,487,545
ENSMUSG00000025314,135,266,134,278,254,142,140
ENSMUSG00000025316,2258,1714,1911,2857,1662,1904,2008
ENSMUSG00000025317,0,1,0,0,0,0,0
ENSMUSG00000025318,0,13,46,1,0,39,52
ENSMUSG00000025321,0,90,0,1,0,0,0
ENSMUSG00000025323,195,735,779,397,377,542,566
ENSMUSG00000025324,5,595,241,545,505,475,471
ENSMUSG00000025326,3524,4753,5556,3482,4284,5254,5468
ENSMUSG00000025328,35,0,0,0,0,0,0
ENSMUSG00000025329,0,0,0,0,0,0,0
ENSMUSG00000025330,0,0,0,0,0,56,43
ENSMUSG00000025332,1432,1387,1415,2089,1573,942,1014
ENSMUSG00000025333,0,5,0,0,0,0,0
ENSMUSG00000025337,9025,11765,9287,6923,8247,9887,10033
ENSMUSG00000025340,2357,2083,1873,1148,1874,2012,2099
ENSMUSG00000025347,1,0,0,0,0,49,45
ENSMUSG00000025348,1928,1709,3729,2601,4961,7065,7310
ENSMUSG00000025350,132,201,336,272,411,372,355
ENSMUSG00000025351,484,549,558,390,516,757,777
ENSMUSG00000025352,46,31,36,3,217,218,243
ENSMUSG00000025353,333,257,410,252,352,302,352
ENSMUSG00000025354,3089,5306,4515,4504,3414,5272,5210
ENSMUSG00000025355,44,0,68,20,15,28,35
ENSMUSG00000025357,3420,5077,5163,2210,3991,3273,3383
ENSMUSG00000025358,2578,4373,3107,2502,3130,3346,3381
ENSMUSG00000025359,0,7,91,17,57,0,0
ENSMUSG00000025362,327,270,227,200,311,229,200
ENSMUSG00000025364,744,675,504,619,838,841,898
ENSMUSG00000025366,5274,7375,5958,3529,5851,6202,6414
ENSMUSG00000025369,5983,6712,7900,7528,7221,9555,10025
ENSMUSG00000025370,0,0,0,0,0,0,0
ENSMUSG00000025371,2511,3483,2744,2960,2962,3658,3770
ENSMUSG00000025372,3093,2234,1979,2870,2316,2177,2335
ENSMUSG00000025373,2596,1703,2039,1562,1900,1509,1597
ENSMUSG00000025374,1732,1617,1311,1075,1050,1642,1636
ENSMUSG00000025375,502,445,1480,983,920,1502,1585
ENSMUSG00000025377,1230,1083,837,326,956,1572,1595
ENSMUSG00000025380,0,0,0,0,0,0,0
ENSMUSG00000025381,1998,1978,2001,1034,1881,2293,2287
ENSMUSG00000025383,0,0,0,0,0,1,0
ENSMUSG00000025384,1818,2051,1553,964,2808,1214,1309
ENSMUSG00000025386,0,0,0,0,0,0,0
ENSMUSG00000025389,15,0,0,0,0,0,0
ENSMUSG00000025393,37138,46092,41199,39465,46846,52418,53914
ENSMUSG00000025395,329,478,696,693,526,617,657
ENSMUSG00000025396,0,0,0,0,0,0,0
ENSMUSG00000025400,0,20,0,0,0,0,0
ENSMUSG00000025401,0,1,5,0,0,0,0
ENSMUSG00000025402,894,1118,1184,559,975,1082,1110
ENSMUSG00000025403,1620,2133,1291,1802,2478,2324,2335
ENSMUSG00000025404,2124,2408,2804,1525,1755,3104,3241
ENSMUSG00000025405,0,0,0,0,0,0,0
ENSMUSG00000025407,0,3,50,0,40,18,16
ENSMUSG00000025408,861,955,938,800,583,845,847
ENSMUSG00000025409,591,565,824,244,510,590,607
ENSMUSG00000025410,6954,8649,6516,5410,5362,8402,8672
ENSMUSG00000025413,2129,2499,2051,2533,2204,2467,2574
ENSMUSG00000025417,2084,2105,2511,2285,2216,2601,2656
ENSMUSG00000025418,9,36,7,4,0,64,62
ENSMUSG00000025420,0,0,0,32,0,0,0
ENSMUSG00000025421,1632,1805,1840,1528,1737,2267,2305
ENSMUSG00000025422,8,13,0,0,1,22,18
ENSMUSG00000025423,1890,3644,2956,2981,2511,2985,3201
ENSMUSG00000025425,0,0,0,0,0,0,0
ENSMUSG00000025427,50,0,90,139,0,10,17
ENSMUSG00000025428,24147,25924,24966,21310,24875,27604,28589
ENSMUSG00000025429,10,0,0,0,33,0,0
ENSMUSG00000025431,0,0,0,0,0,0,0
ENSMUSG00000025432,27,0,14,9,36,0,0
ENSMUSG00000025433,0,0,0,0,0,0,0
ENSMUSG00000025436,178,193,129,109,80,76,102
ENSMUSG00000025437,1686,2156,1992,1783,1226,2335,2284
ENSMUSG00000025439,2561,2496,2136,2435,2655,2753,2820
ENSMUSG00000025450,286,338,525,67,348,348,395
ENSMUSG00000025451,374,178,209,229,175,166,155
ENSMUSG00000025453,2416,3302,2939,2275,3234,2903,2879
ENSMUSG00000025461,0,0,0,0,0,16,22
ENSMUSG00000025464,41,62,63,46,22,55,65
ENSMUSG00000025465,2001,1900,2090,1276,1902,2590,2615
ENSMUSG00000025466,63,107,136,173,177,327,338
ENSMUSG00000025467,0,0,0,0,0,0,0
ENSMUSG00000025468,6,0,0,0,0,16,17
ENSMUSG00000025469,0,0,0,0,0,0,0
ENSMUSG00000025470,1141,1177,963,534,1082,973,981
ENSMUSG00000025473,0,0,31,0,0,0,0
ENSMUSG00000025474,1916,3277,3296,1672,2081,2975,3106
ENSMUSG00000025475,0,134,0,0,0,0,0
ENSMUSG00000025477,12790,13338,11618,14098,10879,14714,14981
ENSMUSG00000025478,0,9,41,0,0,0,0
ENSMUSG00000025479,1,1,3,2,0,2,3
ENSMUSG00000025480,0,0,27,0,0,0,0
ENSMUSG00000025481,0,0,0,0,0,0,0
ENSMUSG00000025482,0,0,0,0,0,0,0
ENSMUSG00000025484,1374,1673,1408,811,1059,1616,1676
ENSMUSG00000025485,4090,4448,4142,2767,3141,4417,4288
ENSMUSG00000025486,208,611,499,447,482,796,782
ENSMUSG00000025487,4045,3798,2300,3179,3312,4050,4052
ENSMUSG00000025488,28,23,27,20,21,41,36
ENSMUSG00000025489,147,178,133,28,28,82,93
ENSMUSG00000025491,9,23,31,64,57,7,12
ENSMUSG00000025492,22773,23864,15637,21126,23529,23293,24445
ENSMUSG00000025494,6348,5735,5166,3748,4169,5669,5564
ENSMUSG00000025495,1474,1042,1171,998,1623,1273,1301
ENSMUSG00000025496,0,0,0,0,0,0,0
ENSMUSG00000025497,0,0,2,0,0,1,0
ENSMUSG00000025498,6304,5549,5555,4512,4326,6406,6633
ENSMUSG00000025499,2918,3164,2585,2644,3155,3851,3937
ENSMUSG00000025500,0,71,0,1,0,0,0
ENSMUSG00000025503,4741,4930,4541,4281,5126,5179,5416
ENSMUSG00000025504,1656,1663,2487,1724,1931,3607,3658
ENSMUSG00000025505,1238,1135,1381,585,1485,2015,2033
ENSMUSG00000025507,285,79,100,108,263,124,136
ENSMUSG00000025508,113,127,127,60,62,131,142
ENSMUSG00000025509,18979,13328,11343,12454,9998,10917,11006
ENSMUSG00000025510,4150,4938,3704,2445,4367,2831,2918
ENSMUSG00000025511,10957,13153,11142,4482,9157,9518,9839
ENSMUSG00000025512,351,316,630,465,631,767,813
ENSMUSG00000025515,0,0,0,0,0,0,0
ENSMUSG00000025519,0,0,0,0,0,0,0
ENSMUSG00000025521,531,832,466,575,536,526,498
ENSMUSG00000025525,613,654,361,658,503,640,715
ENSMUSG00000025527,0,0,0,0,0,0,0
ENSMUSG00000025528,0,0,0,0,0,0,0
ENSMUSG00000025529,107,434,240,357,1075,601,665
ENSMUSG00000025531,971,2399,1264,949,2059,1736,1709
ENSMUSG00000025532,1915,1654,1692,1360,1338,1680,1693
ENSMUSG00000025533,1097,817,1028,672,1032,1323,1281
ENSMUSG00000025534,4762,5988,5647,3900,4931,4203,4358
ENSMUSG00000025537,208,90,56,178,166,57,70
ENSMUSG00000025538,1180,1685,917,751,1066,1429,1478
ENSMUSG00000025544,15014,18682,16741,14297,14599,18964,19306
ENSMUSG00000025545,203,707,403,333,383,507,480
ENSMUSG00000025551,0,0,25,0,0,0,0
ENSMUSG00000025555,875,782,751,359,620,1500,1556
ENSMUSG00000025557,0,0,8,0,0,0,0
ENSMUSG00000025558,7570,12341,11796,8100,10563,12733,13174
ENSMUSG00000025571,2153,1499,2513,920,1653,1995,2059
ENSMUSG00000025572,4040,4850,4773,3490,4340,4456,4388
ENSMUSG00000025573,0,0,0,0,0,0,0
ENSMUSG00000025574,52,51,104,129,145,117,130
ENSMUSG00000025575,3340,4384,4085,4383,4627,4618,4719
ENSMUSG00000025576,0,61,73,26,0,1,0
ENSMUSG00000025577,612,228,1157,832,787,731,736
ENSMUSG00000025578,132,131,159,291,396,333,332
ENSMUSG00000025579,5159,5426,5240,5388,4704,4115,4298
ENSMUSG00000025580,3320,3453,2607,3017,3047,3012,3137
ENSMUSG00000025582,0,0,80,205,416,8,11
ENSMUSG00000025583,884,730,466,720,767,1020,1065
ENSMUSG00000025584,3509,4369,4083,2823,3442,4232,4350
ENSMUSG00000025586,41,137,108,0,0,0,0
ENSMUSG00000025588,0,0,0,0,0,0,0
ENSMUSG00000025591,361,281,166,160,176,250,286
ENSMUSG00000025592,0,0,0,0,0,0,0
ENSMUSG00000025597,1707,4077,3533,1942,3698,4091,4296
ENSMUSG00000025602,107,531,341,0,669,837,836
ENSMUSG00000025607,872,1699,1639,2195,2411,1642,1628
ENSMUSG00000025608,36146,59617,52108,48007,48549,50012,51536
ENSMUSG00000025609,5240,5992,5709,5629,5166,6140,6540
ENSMUSG00000025610,6,12,79,51,44,148,142
ENSMUSG00000025612,238,321,319,248,491,318,355
ENSMUSG00000025613,6465,6845,5554,9786,7132,6506,6766
ENSMUSG00000025616,2459,2872,2271,2075,3510,2153,2189
ENSMUSG00000025626,1221,1620,1459,1811,1621,1177,1344
ENSMUSG00000025630,5504,5922,4455,4940,4183,6079,6322
ENSMUSG00000025644,0,0,0,0,0,10,9
ENSMUSG00000025645,203,256,298,108,121,83,79
ENSMUSG00000025646,88,33,82,52,16,97,91
ENSMUSG00000025647,26977,25538,21559,24100,22129,24501,25008
ENSMUSG00000025648,121,0,129,153,83,177,198
ENSMUSG00000025650,1,32,0,0,0,0,0
ENSMUSG00000025651,11156,11119,10258,9922,11856,11870,12302
ENSMUSG00000025652,0,0,0,0,0,19,22
ENSMUSG00000025656,531,757,955,303,895,937,1010
ENSMUSG00000025658,0,0,0,0,0,0,0
ENSMUSG00000025665,0,0,77,0,0,0,0
ENSMUSG00000025666,2099,4385,5502,4470,4925,6127,6431
ENSMUSG00000025701,0,85,63,0,0,55,70
ENSMUSG00000025702,1887,3056,3299,2502,2740,2747,2991
ENSMUSG00000025716,0,0,0,0,0,0,0
ENSMUSG00000025722,554,537,823,933,639,1342,1318
ENSMUSG00000025723,180,148,123,144,95,183,199
ENSMUSG00000025724,2586,2914,2029,2811,2308,3177,3126
ENSMUSG00000025726,0,0,0,0,0,0,0
ENSMUSG00000025727,0,0,2,1,0,0,1
ENSMUSG00000025728,3663,4494,4716,2758,4663,4538,4727
ENSMUSG00000025730,2027,2848,2362,1446,2514,2472,2544
ENSMUSG00000025731,349,295,381,81,278,340,368
ENSMUSG00000025732,213,136,259,109,202,310,274
ENSMUSG00000025733,260,99,259,289,375,510,510
ENSMUSG00000025735,0,0,9,13,0,7,8
ENSMUSG00000025736,1104,758,851,647,1228,844,852
ENSMUSG00000025737,792,1393,1606,874,428,1668,1708
ENSMUSG00000025738,185,387,418,1,126,121,129
ENSMUSG00000025739,0,0,0,0,0,0,0
ENSMUSG00000025742,1684,2511,2131,2904,1596,3137,3338
ENSMUSG00000025743,17657,21788,19009,29263,17188,17580,18308
ENSMUSG00000025745,3612,4038,4108,3591,2662,4537,4573
ENSMUSG00000025746,292,345,265,344,322,125,152
ENSMUSG00000025747,471,605,644,514,651,568,599
ENSMUSG00000025754,0,0,0,0,0,0,0
ENSMUSG00000025757,893,248,586,4293,960,614,641
ENSMUSG00000025758,10,48,8,65,41,65,52
ENSMUSG00000025759,474,1727,880,650,850,772,809
ENSMUSG00000025762,929,895,871,980,883,990,1029
ENSMUSG00000025764,1940,2164,1925,2245,2031,2912,2950
ENSMUSG00000025766,331,1045,420,16,763,577,571
ENSMUSG00000025774,0,0,0,0,0,0,0
ENSMUSG00000025776,1843,2506,2310,535,1164,1887,1871
ENSMUSG00000025777,0,11,0,0,0,0,0
ENSMUSG00000025779,319,432,427,331,288,405,423
ENSMUSG00000025780,259,734,730,269,103,231,254
ENSMUSG00000025781,7261,7089,5809,5179,6532,8580,8996
ENSMUSG00000025782,1312,1818,1049,1012,972,2063,2063
ENSMUSG00000025783,0,0,0,0,0,0,0
ENSMUSG00000025784,0,15,0,0,0,0,0
ENSMUSG00000025785,1537,1107,1252,1057,1066,1211,1363
ENSMUSG00000025786,3630,4882,5388,4881,5183,4271,4305
ENSMUSG00000025787,11,7,0,5,15,18,17
ENSMUSG00000025789,275,283,329,356,268,165,164
ENSMUSG00000025790,2206,3611,3818,4445,4181,4660,4542
ENSMUSG00000025791,858,1012,1505,901,866,1040,1074
ENSMUSG00000025792,663,607,990,375,625,545,546
ENSMUSG00000025793,4752,6886,4931,5505,4558,4600,4766
ENSMUSG00000025794,2035,1826,1795,1311,1593,1907,1917
ENSMUSG00000025795,9803,12979,13723,12913,13508,18633,19296
ENSMUSG00000025804,0,0,0,0,0,0,0
ENSMUSG00000025808,0,0,0,0,0,0,0
ENSMUSG00000025809,40054,63891,52992,75686,61970,63316,64756
ENSMUSG00000025810,70801,96260,75631,90768,78555,84202,86984
ENSMUSG00000025812,226,1410,749,1105,1412,878,883
ENSMUSG00000025813,0,0,0,0,0,49,46
ENSMUSG00000025815,0,0,6,0,0,0,0
ENSMUSG00000025816,508,630,930,227,677,716,762
ENSMUSG00000025817,937,797,631,605,1155,911,895
ENSMUSG00000025821,1145,1448,663,1634,1651,1111,1157
ENSMUSG00000025823,4053,4958,4244,7091,4435,5400,5570
ENSMUSG00000025825,2028,2343,1710,1310,2022,2370,2395
ENSMUSG00000025838,0,0,0,0,0,0,0
ENSMUSG00000025839,0,0,0,0,0,0,0
ENSMUSG00000025854,358,345,288,518,246,564,532
ENSMUSG00000025855,363,142,264,175,269,444,428
ENSMUSG00000025856,869,1044,614,1300,1201,774,795
ENSMUSG00000025857,895,1169,773,1266,448,1029,986
ENSMUSG00000025858,2602,3552,2979,1946,2664,2851,3074
ENSMUSG00000025860,2088,2957,2307,1859,2587,2466,2619
ENSMUSG00000025862,3404,4040,4143,3792,4047,3094,3125
ENSMUSG00000025867,132,225,108,136,139,200,196
ENSMUSG00000025868,2051,2252,2123,1272,1882,2406,2511
ENSMUSG00000025869,875,1168,966,1181,1106,945,970
ENSMUSG00000025870,263,393,333,198,293,336,349
ENSMUSG00000025871,10773,11691,10453,12182,8424,12209,12352
ENSMUSG00000025872,1660,1972,2158,1078,2063,1881,1889
ENSMUSG00000025873,1808,4068,3045,2679,1755,4027,4239
ENSMUSG00000025875,2655,3171,2518,1995,2598,2964,3217
ENSMUSG00000025876,1120,852,905,566,416,967,992
ENSMUSG00000025877,0,75,0,0,0,0,0
ENSMUSG00000025878,2468,3154,2193,1793,1056,3253,3271
ENSMUSG00000025880,8270,6387,7094,4673,6184,7115,7160
ENSMUSG00000025885,0,0,6,1,0,0,0
ENSMUSG00000025887,2587,1922,1835,762,805,1471,1543
ENSMUSG00000025888,963,1417,1244,626,516,849,881
ENSMUSG00000025889,57,98,81,130,235,73,77
ENSMUSG00000025892,0,0,0,0,0,0,0
ENSMUSG00000025893,279,359,329,215,217,254,267
ENSMUSG00000025894,830,1057,1556,1389,836,1399,1505
ENSMUSG00000025898,504,688,1449,623,1055,1230,1182
ENSMUSG00000025899,600,555,386,901,963,641,667
ENSMUSG00000025900,0,0,0,0,0,0,0
ENSMUSG00000025902,25374,21759,19910,20776,17229,16182,16408
ENSMUSG00000025903,3512,5082,4951,4244,4065,4979,4980
ENSMUSG00000025905,0,0,0,0,0,0,0
ENSMUSG00000025907,2447,2114,3699,2824,2569,3790,3821
ENSMUSG00000025909,0,0,0,0,0,0,0
ENSMUSG00000025911,68,109,166,85,85,124,143
ENSMUSG00000025912,1,7,8,19,7,95,107
ENSMUSG00000025915,1700,2290,1758,3174,2371,1962,2070
ENSMUSG00000025916,0,0,0,0,0,0,0
ENSMUSG00000025917,2713,2359,1920,1749,1902,2534,2699
ENSMUSG00000025920,108,451,159,1,118,173,167
ENSMUSG00000025921,848,1538,1093,665,1655,760,800
ENSMUSG00000025922,7,5,6,2,4,7,8
ENSMUSG00000025925,2475,2855,1970,2543,1739,2244,2429
ENSMUSG00000025927,2,0,8,2,0,1,0
ENSMUSG00000025929,0,0,0,0,0,0,0
ENSMUSG00000025930,0,0,0,0,0,0,0
ENSMUSG00000025931,398,1291,1188,769,881,762,820
ENSMUSG00000025932,54,463,108,79,0,70,57
ENSMUSG00000025933,106,233,220,63,247,187,227
ENSMUSG00000025934,17,19,0,0,0,73,45
ENSMUSG00000025935,11125,12806,11784,11632,10045,10283,10706
ENSMUSG00000025936,0,0,0,0,0,0,0
ENSMUSG00000025937,781,1055,1191,359,484,978,1050
ENSMUSG00000025938,0,69,41,0,16,98,94
ENSMUSG00000025939,1744,2487,1739,2044,2511,2088,2110
ENSMUSG00000025940,1829,1812,1642,1521,1377,2023,2151
ENSMUSG00000025945,0,0,0,0,0,0,0
ENSMUSG00000025946,0,0,0,0,0,0,0
ENSMUSG00000025949,393,1152,742,547,720,179,189
ENSMUSG00000025950,2558,4093,2776,1875,2850,2776,2746
ENSMUSG00000025952,0,0,0,0,0,0,0
ENSMUSG00000025955,0,0,0,0,0,0,0
ENSMUSG00000025956,205,345,384,215,133,427,503
ENSMUSG00000025958,2769,2575,3167,3674,4964,3313,3440
ENSMUSG00000025959,10902,10354,8389,8462,9210,11476,11529
ENSMUSG00000025961,0,0,0,0,0,0,0
ENSMUSG00000025962,682,945,464,514,229,713,818
ENSMUSG00000025963,0,0,0,0,0,0,0
ENSMUSG00000025964,340,615,594,88,378,273,287
ENSMUSG00000025967,1805,1677,1720,1126,1778,2107,2146
ENSMUSG00000025968,3401,4915,4210,3163,3001,4134,4192
ENSMUSG00000025969,7161,12292,7671,19481,10368,10213,10415
ENSMUSG00000025971,787,725,355,425,651,628,674
ENSMUSG00000025977,0,0,0,0,0,0,0
ENSMUSG00000025978,149,354,235,709,454,432,448
ENSMUSG00000025979,3735,3709,3448,3210,3500,3581,3699
ENSMUSG00000025980,2485,2442,2054,5325,2639,2334,2343
ENSMUSG00000025981,2443,3793,3367,3104,3183,3784,3857
ENSMUSG00000025982,13901,22264,19171,17247,15920,19988,20944
ENSMUSG00000025983,0,0,12,0,0,0,0
ENSMUSG00000025986,2204,2960,3583,2463,4240,3761,3901
ENSMUSG00000025991,0,0,0,0,0,0,0
ENSMUSG00000025993,1,140,313,81,181,28,27
ENSMUSG00000025995,1545,2055,1215,2060,2487,1531,1577
ENSMUSG00000025997,61,10,75,13,187,117,154
ENSMUSG00000026000,1920,1712,1881,763,1541,2294,2349
ENSMUSG00000026003,6259,5308,4947,5150,5107,5622,5841
ENSMUSG00000026004,1096,2065,1661,945,1285,1603,1670
ENSMUSG00000026005,1751,2076,1916,2289,1206,1570,1711
ENSMUSG00000026009,0,0,0,0,0,145,142
ENSMUSG00000026011,0,0,0,0,0,0,0
ENSMUSG00000026012,0,0,104,0,0,0,0
ENSMUSG00000026014,1602,1633,982,1096,1624,1232,1312
ENSMUSG00000026017,268,356,312,366,583,401,401
ENSMUSG00000026018,74,1,2,3,9,21,14
ENSMUSG00000026019,523,239,246,466,477,272,298
ENSMUSG00000026020,2061,3540,2596,2194,3484,2669,2952
ENSMUSG00000026021,2225,2552,2314,2053,2264,2602,2718
ENSMUSG00000026023,0,0,0,0,39,0,0
ENSMUSG00000026024,672,520,1623,368,543,1576,1647
ENSMUSG00000026027,547,923,491,236,555,639,676
ENSMUSG00000026028,1970,2760,3993,4115,4173,4863,4999
ENSMUSG00000026029,6306,6510,4960,6173,4326,6197,6383
ENSMUSG00000026031,2866,3640,3782,5978,2470,3860,4026
ENSMUSG00000026032,1120,1026,888,717,1015,1263,1350
ENSMUSG00000026034,12948,13872,16712,9066,11476,13393,13800
ENSMUSG00000026035,239,440,224,336,252,256,269
ENSMUSG00000026036,756,1288,834,694,854,1146,1191
ENSMUSG00000026037,798,1060,712,727,1108,1129,1139
ENSMUSG00000026039,26,32,48,180,0,23,36
ENSMUSG00000026042,1379,2005,2169,1711,1998,1632,1628
ENSMUSG00000026043,27,561,663,1975,569,1813,1894
ENSMUSG00000026047,564,999,1411,1234,1506,1751,1837
ENSMUSG00000026048,1149,1266,1800,1162,882,1633,1698
ENSMUSG00000026049,284,633,333,183,393,568,574
ENSMUSG00000026051,0,0,0,0,0,1,0
ENSMUSG00000026058,0,0,0,0,0,0,0
ENSMUSG00000026062,1,0,66,1,5,0,1
ENSMUSG00000026063,0,0,0,0,0,0,0
ENSMUSG00000026064,653,1125,1165,997,994,855,883
ENSMUSG00000026065,0,0,1,0,0,0,0
ENSMUSG00000026068,0,0,0,0,0,0,0
ENSMUSG00000026069,0,0,76,0,0,0,0
