"","OK1","OK1_2","OK3","OK4","YK1","YK3","YK4"
"ENSMUSG00000019900",0,0,0,0,0,0,0
"ENSMUSG00000019905",0,0,0,0,0,0,0
"ENSMUSG00000019906",0,0,2,71,59,9,4
"ENSMUSG00000019907",1251,1156,1085,1322,1243,1288,1741
"ENSMUSG00000019909",0,0,0,0,0,0,0
"ENSMUSG00000019913",393,364,775,863,808,1102,1218
"ENSMUSG00000019916",4123,3915,2728,2627,12170,2770,3340
"ENSMUSG00000019917",762,678,1217,1120,486,782,949
"ENSMUSG00000019920",5643,5488,6114,7339,5207,4586,6019
"ENSMUSG00000019923",2719,2503,2538,3234,2844,2793,2898
"ENSMUSG00000019927",1437,1484,1669,1594,2469,1633,1380
"ENSMUSG00000019929",26,31,157,2,168,73,53
"ENSMUSG00000019932",0,0,0,0,0,0,0
"ENSMUSG00000019933",0,0,0,0,0,0,0
"ENSMUSG00000019935",0,0,0,0,0,0,0
"ENSMUSG00000019936",0,0,0,0,0,0,0
"ENSMUSG00000019942",65,62,91,25,178,134,166
"ENSMUSG00000019943",6142,5904,4307,4162,5244,4410,4986
"ENSMUSG00000019944",526,514,609,356,588,332,703
"ENSMUSG00000019945",179,181,391,689,575,900,712
"ENSMUSG00000019947",1896,1757,965,1541,1367,1150,1235
"ENSMUSG00000019948",799,741,751,972,870,670,1046
"ENSMUSG00000019951",1962,1816,2806,1832,2689,2029,3411
"ENSMUSG00000019952",1063,1056,1578,1480,812,1597,1116
"ENSMUSG00000019960",11667,10761,12559,14497,12802,12659,14843
"ENSMUSG00000019961",8999,8356,8475,8939,5947,7357,6956
"ENSMUSG00000019966",11163,10660,11446,10220,8591,6395,6989
"ENSMUSG00000019969",5705,5215,4409,4809,6137,4576,4213
"ENSMUSG00000019970",108505,101645,104186,114605,105930,84953,91471
"ENSMUSG00000019971",149,147,237,442,375,269,444
"ENSMUSG00000019975",1063,967,1334,1556,1154,1300,1739
"ENSMUSG00000019977",3152,2934,3159,4114,4110,3264,3231
"ENSMUSG00000019978",4100,3737,4014,4699,4613,2576,3315
"ENSMUSG00000019979",1695,1530,968,789,1610,875,1002
"ENSMUSG00000019982",0,0,0,0,0,0,0
"ENSMUSG00000019984",803,723,1138,1332,1018,830,869
"ENSMUSG00000019986",732,616,278,910,295,537,598
"ENSMUSG00000019987",2,0,21,0,0,0,13
"ENSMUSG00000019988",1683,1535,1627,1908,2054,2147,3486
"ENSMUSG00000019989",1157,1081,845,1223,513,1194,773
"ENSMUSG00000019990",514,478,379,611,252,396,516
"ENSMUSG00000019992",1,1,12,34,0,47,32
"ENSMUSG00000019996",872,794,987,2061,1158,2351,2328
"ENSMUSG00000019997",11645,10938,16820,14070,14149,10754,12374
"ENSMUSG00000019998",9815,9236,7544,10998,10027,10960,10896
"ENSMUSG00000020000",0,0,0,66,184,91,5
"ENSMUSG00000020003",1106,1031,1027,2558,1917,1761,2418
"ENSMUSG00000020007",0,0,0,0,0,0,0
"ENSMUSG00000020009",10076,9470,9219,8543,10176,9417,9436
"ENSMUSG00000020010",0,0,0,0,0,0,0
"ENSMUSG00000020014",27,29,45,0,5,16,27
"ENSMUSG00000020015",9964,9185,7155,8240,6655,7168,6923
"ENSMUSG00000020017",0,0,0,0,0,0,25
"ENSMUSG00000020018",47,32,43,45,64,30,36
"ENSMUSG00000020019",15485,14261,21614,19195,15228,13290,15807
"ENSMUSG00000020020",0,0,0,0,0,0,0
"ENSMUSG00000020021",1896,1763,1748,1712,1015,913,1488
"ENSMUSG00000020022",675,700,929,1064,1286,1149,1085
"ENSMUSG00000020023",5225,4938,4561,2843,3757,2606,3197
"ENSMUSG00000020024",563,553,486,881,1051,689,1039
"ENSMUSG00000020027",3050,2870,1917,1562,1521,1904,1558
"ENSMUSG00000020029",22985,21578,20940,31766,39289,36550,35431
"ENSMUSG00000020032",1052,1015,2075,2029,1310,1978,2545
"ENSMUSG00000020033",0,0,0,0,0,0,0
"ENSMUSG00000020034",8708,8121,8721,9550,4452,6584,8288
"ENSMUSG00000020037",0,0,0,0,0,0,0
"ENSMUSG00000020038",1539,1484,1821,1938,1105,885,888
"ENSMUSG00000020042",50,44,0,335,126,123,203
"ENSMUSG00000020044",226368,211250,201967,185622,180212,141674,125411
"ENSMUSG00000020048",20771,19083,15887,17600,32345,14278,17257
"ENSMUSG00000020051",1752,1749,668,2136,1576,797,1634
"ENSMUSG00000020052",0,0,0,0,0,29,0
"ENSMUSG00000020053",2417,2298,3440,3158,1606,2568,2599
"ENSMUSG00000020056",795,729,1170,970,978,1064,1040
"ENSMUSG00000020057",9285,8597,8883,7770,8877,6727,9207
"ENSMUSG00000020059",0,0,2,8,9,18,0
"ENSMUSG00000020061",0,0,0,0,105,50,70
"ENSMUSG00000020062",145,138,0,7,4,62,104
"ENSMUSG00000020063",2017,1891,2130,3172,1675,2506,3230
"ENSMUSG00000020064",2487,2371,2093,2333,2421,1470,2616
"ENSMUSG00000020067",0,0,0,0,0,0,0
"ENSMUSG00000020069",1887,1754,1689,2057,1883,1552,2599
"ENSMUSG00000020070",1371,1300,1117,972,1198,1017,1071
"ENSMUSG00000020072",403,328,576,939,219,611,616
"ENSMUSG00000020074",4300,4044,2986,3629,4236,2561,4630
"ENSMUSG00000020075",2469,2229,1570,2520,1856,1763,1961
"ENSMUSG00000020076",3109,2806,3812,3851,2925,3171,3307
"ENSMUSG00000020077",14167,13499,18647,16472,15214,14469,12481
"ENSMUSG00000020078",5213,4978,6323,6781,6452,5292,5550
"ENSMUSG00000020079",779,737,561,1255,651,728,1206
"ENSMUSG00000020080",409,387,128,519,78,124,41
"ENSMUSG00000020081",0,0,0,0,0,0,0
"ENSMUSG00000020083",156,125,265,302,106,194,376
"ENSMUSG00000020085",1356,1353,1346,1368,971,970,961
"ENSMUSG00000020086",749,617,522,519,483,503,504
"ENSMUSG00000020087",1904,1848,1603,1654,2011,2277,2741
"ENSMUSG00000020088",12559,12016,11967,13322,10025,9865,11390
"ENSMUSG00000020089",545,487,528,892,900,668,891
"ENSMUSG00000020090",0,0,21,0,0,0,0
"ENSMUSG00000020091",204,198,188,233,350,216,223
"ENSMUSG00000020092",6556,5938,5071,3653,5046,4676,6318
"ENSMUSG00000020096",0,0,0,0,0,0,0
"ENSMUSG00000020097",4024,3841,2642,4502,4441,3662,3414
"ENSMUSG00000020098",914,852,649,1252,1531,1469,1460
"ENSMUSG00000020099",754,632,602,889,755,756,690
"ENSMUSG00000020100",400,361,823,907,1047,563,587
"ENSMUSG00000020101",2402,2121,3496,3494,2359,2374,2545
"ENSMUSG00000020102",2962,2803,3680,7308,10675,6478,6823
"ENSMUSG00000020105",601,595,718,969,773,663,417
"ENSMUSG00000020107",2076,1913,2067,2072,2216,2048,2457
"ENSMUSG00000020108",2244,1933,2178,2284,2719,2167,2666
"ENSMUSG00000020109",596,528,476,819,718,677,931
"ENSMUSG00000020111",3689,3442,2171,3381,3792,3103,3445
"ENSMUSG00000020114",4229,3909,3390,4830,5936,4872,5322
"ENSMUSG00000020115",4454,4101,3629,4798,3311,3420,4675
"ENSMUSG00000020116",1485,1407,1059,1557,2145,1353,1567
"ENSMUSG00000020120",299,340,191,42,470,72,196
"ENSMUSG00000020121",205,163,208,86,73,269,158
"ENSMUSG00000020122",674,659,314,678,1165,423,657
"ENSMUSG00000020123",1769,1626,410,1123,2065,507,382
"ENSMUSG00000020124",4215,3690,2717,3191,1818,2350,3691
"ENSMUSG00000020125",0,0,0,0,0,0,0
"ENSMUSG00000020128",3035,3019,3273,2430,2917,3132,2760
"ENSMUSG00000020130",6216,5964,3846,5607,3315,3333,4815
"ENSMUSG00000020131",84,82,279,98,64,172,338
"ENSMUSG00000020132",2782,2533,2513,2658,3154,2635,2222
"ENSMUSG00000020133",2162,1992,2182,2169,1908,1823,1746
"ENSMUSG00000020134",4483,4227,5793,7457,4741,5569,5601
"ENSMUSG00000020135",29,40,79,27,0,9,5
"ENSMUSG00000020137",202,177,238,212,255,437,226
"ENSMUSG00000020140",2399,2280,3397,4351,4425,3020,2980
"ENSMUSG00000020142",319,316,145,101,303,57,83
"ENSMUSG00000020143",63,63,2,0,16,0,0
"ENSMUSG00000020149",14657,13707,13351,16281,14774,14244,14134
"ENSMUSG00000020150",322,304,443,532,420,311,402
"ENSMUSG00000020151",1912,1826,2754,2987,3731,3261,2683
"ENSMUSG00000020152",4500,4330,4325,4615,4282,3360,5082
"ENSMUSG00000020153",3007,2822,3167,4545,4084,4163,4502
"ENSMUSG00000020154",30701,28939,23032,26421,23622,17395,17659
"ENSMUSG00000020155",50,53,26,180,241,133,102
"ENSMUSG00000020156",5125,4641,4879,4082,4319,4020,5295
"ENSMUSG00000020159",0,0,0,0,0,0,0
"ENSMUSG00000020160",584,533,938,749,310,559,741
"ENSMUSG00000020163",696,650,904,1103,1539,1374,1216
"ENSMUSG00000020164",0,0,0,0,0,0,0
"ENSMUSG00000020166",4188,3880,3719,3200,4030,3082,3558
"ENSMUSG00000020167",6905,6395,8341,6703,6245,6141,7519
"ENSMUSG00000020168",0,0,0,0,0,0,0
"ENSMUSG00000020169",0,0,0,0,0,0,0
"ENSMUSG00000020170",1667,1596,1016,2124,1305,1057,1557
"ENSMUSG00000020171",598,563,588,512,864,605,815
"ENSMUSG00000020173",794,744,747,1546,1345,1116,1006
"ENSMUSG00000020175",99,98,183,287,1,452,455
"ENSMUSG00000020176",6805,6310,3778,3393,4656,2702,4849
"ENSMUSG00000020177",0,0,0,0,0,0,0
"ENSMUSG00000020178",1114,1020,1176,608,1247,987,1387
"ENSMUSG00000020180",1531,1498,1273,1838,1537,1659,1405
"ENSMUSG00000020181",37,35,11,1,0,26,35
"ENSMUSG00000020182",77,53,31,98,7,9,61
"ENSMUSG00000020183",885,882,1167,1882,1743,1403,2423
"ENSMUSG00000020184",4388,4100,4504,5345,4108,5516,4546
"ENSMUSG00000020185",63,51,123,65,213,280,159
"ENSMUSG00000020186",1031,934,1088,1217,1354,1166,1173
"ENSMUSG00000020189",2046,2033,1895,2046,2038,1071,1254
"ENSMUSG00000020190",9887,9362,12417,13535,8755,11520,13750
"ENSMUSG00000020191",13,19,2,35,0,11,0
"ENSMUSG00000020193",70,88,185,87,97,46,50
"ENSMUSG00000020196",3631,3468,2688,1819,1917,1831,2238
"ENSMUSG00000020198",7434,6488,5121,5500,5497,3655,7135
"ENSMUSG00000020205",1930,1724,2477,3669,2074,2385,3601
"ENSMUSG00000020211",2094,2018,2388,1879,1925,2060,1893
"ENSMUSG00000020212",525,501,371,467,289,331,275
"ENSMUSG00000020213",0,0,0,0,0,0,0
"ENSMUSG00000020214",0,0,0,0,0,0,0
"ENSMUSG00000020216",11,11,9,9,0,0,0
"ENSMUSG00000020218",0,0,0,45,48,36,0
"ENSMUSG00000020219",1053,947,1240,1348,1476,1367,1135
"ENSMUSG00000020220",642,619,557,625,810,544,898
"ENSMUSG00000020224",372,293,418,464,395,406,394
"ENSMUSG00000020225",3672,3553,3728,4711,4490,3677,3912
"ENSMUSG00000020226",0,0,0,0,0,0,0
"ENSMUSG00000020227",1547,1429,1463,1285,1020,819,904
"ENSMUSG00000020228",206,188,153,776,522,175,268
"ENSMUSG00000020229",0,0,0,0,0,0,6
"ENSMUSG00000020230",2306,2125,2177,2581,2064,2273,2122
"ENSMUSG00000020231",3005,2860,1978,2018,1876,978,1970
"ENSMUSG00000020232",2204,2092,1945,2152,1864,1952,2294
"ENSMUSG00000020234",6,7,8,0,11,0,8
"ENSMUSG00000020235",2198,2004,1745,2317,1735,2293,2704
"ENSMUSG00000020238",5633,5225,4695,5731,6194,5586,4517
"ENSMUSG00000020241",74,61,0,67,271,50,145
"ENSMUSG00000020246",1867,1843,830,1353,1412,961,1467
"ENSMUSG00000020248",2988,2861,2457,2371,3693,2529,1808
"ENSMUSG00000020250",7987,7640,6435,7684,5423,6173,7070
"ENSMUSG00000020251",37,34,0,46,0,68,88
"ENSMUSG00000020253",1508,1364,1513,1223,1264,945,1820
"ENSMUSG00000020255",1162,1171,938,756,927,701,322
"ENSMUSG00000020256",59,52,87,256,0,102,48
"ENSMUSG00000020257",2534,2524,2345,1957,2968,2461,2018
"ENSMUSG00000020258",181,133,75,145,48,103,66
"ENSMUSG00000020260",4918,4485,4093,4106,4116,3241,3264
"ENSMUSG00000020261",106,102,88,133,266,106,184
"ENSMUSG00000020262",2823,2533,2015,2266,1226,1205,2213
"ENSMUSG00000020263",2102,1968,1988,3252,1920,2023,3934
"ENSMUSG00000020264",0,0,0,41,0,0,0
"ENSMUSG00000020265",7744,7235,7047,7326,11027,8045,7364
"ENSMUSG00000020267",1610,1403,1858,2462,1939,2144,1730
"ENSMUSG00000020268",216,204,236,309,274,224,316
"ENSMUSG00000020270",0,0,0,0,0,0,0
"ENSMUSG00000020271",8061,7553,7666,8634,7576,5613,7803
"ENSMUSG00000020272",3007,2733,2474,2332,3799,2400,3038
"ENSMUSG00000020273",1599,1511,1113,1030,1092,1452,838
"ENSMUSG00000020275",411,359,481,727,265,692,485
"ENSMUSG00000020277",7666,7138,6870,8770,7575,8068,8378
"ENSMUSG00000020279",0,0,0,0,0,0,0
"ENSMUSG00000020280",771,684,792,1050,558,510,435
"ENSMUSG00000020282",5573,4971,4674,4183,4951,3304,5672
"ENSMUSG00000020283",1840,1847,1607,2333,2484,2144,2795
"ENSMUSG00000020284",583,574,729,787,1001,996,1174
"ENSMUSG00000020286",0,0,0,0,0,0,0
"ENSMUSG00000020287",249,256,266,451,233,208,364
"ENSMUSG00000020288",1117,1070,593,765,2881,558,1024
"ENSMUSG00000020289",1343,1242,1769,1625,1256,1590,1743
"ENSMUSG00000020290",3791,3509,3320,3750,5635,4953,5291
"ENSMUSG00000020295",0,0,0,0,0,0,0
"ENSMUSG00000020297",39,46,46,187,98,208,91
"ENSMUSG00000020299",0,0,0,0,0,0,0
"ENSMUSG00000020300",2309,2265,1754,3029,1514,2631,1486
"ENSMUSG00000020303",19,16,10,36,0,16,39
"ENSMUSG00000020305",1241,1102,1124,1068,1099,706,1206
"ENSMUSG00000020307",1085,1054,1213,1548,1460,1121,1486
"ENSMUSG00000020308",1400,1278,1472,1882,1515,1813,1545
"ENSMUSG00000020309",321,296,356,454,742,552,330
"ENSMUSG00000020310",0,0,12,0,0,0,0
"ENSMUSG00000020311",490,455,530,632,350,578,946
"ENSMUSG00000020312",0,0,0,0,0,0,0
"ENSMUSG00000020315",34696,32651,25460,24985,24661,21614,22314
"ENSMUSG00000020317",0,0,0,0,0,0,0
"ENSMUSG00000020319",530,422,470,439,449,406,378
"ENSMUSG00000020321",15746,14660,12957,24048,26856,25601,25875
"ENSMUSG00000020323",0,0,0,0,0,27,0
"ENSMUSG00000020325",135,116,88,353,327,238,336
"ENSMUSG00000020326",4702,4556,4600,6405,5039,4811,4695
"ENSMUSG00000020327",4,6,0,0,0,0,3
"ENSMUSG00000020328",850,776,986,1380,982,941,764
"ENSMUSG00000020329",2343,2207,1454,1927,1811,2432,3323
"ENSMUSG00000020330",0,0,82,0,0,19,0
"ENSMUSG00000020331",31,35,47,93,135,93,67
"ENSMUSG00000020332",0,0,0,0,0,0,0
"ENSMUSG00000020333",0,0,2,119,0,1,106
"ENSMUSG00000020334",632,618,443,1303,910,1301,1804
"ENSMUSG00000020335",64,61,65,29,105,133,103
"ENSMUSG00000020340",4380,3982,3916,9529,7756,7975,9199
"ENSMUSG00000020346",20266,18803,14872,15648,15170,13099,15140
"ENSMUSG00000020349",11924,11208,10955,14678,13918,11709,11218
"ENSMUSG00000020354",21,20,14,26,33,47,0
"ENSMUSG00000020357",17449,16244,13575,11091,8794,7391,9846
"ENSMUSG00000020358",7263,6563,7088,8415,6707,7060,7287
"ENSMUSG00000020359",788,750,921,1201,295,561,1024
"ENSMUSG00000020361",4508,4120,4616,4975,5285,4049,5854
"ENSMUSG00000020362",4898,4492,2895,2901,3090,2969,2581
"ENSMUSG00000020363",1400,1345,1165,1382,1195,799,973
"ENSMUSG00000020364",410,407,388,257,0,125,295
"ENSMUSG00000020366",4709,4536,5079,4643,4524,3569,3496
"ENSMUSG00000020368",21066,19296,20715,25911,32887,18575,23037
"ENSMUSG00000020372",2434,2355,3008,3669,3538,2922,3291
"ENSMUSG00000020374",0,0,0,0,0,0,0
"ENSMUSG00000020375",3007,2831,3363,4016,2800,3291,3140
"ENSMUSG00000020376",7462,7003,9081,9261,7854,7058,7809
"ENSMUSG00000020377",123,143,220,162,80,75,75
"ENSMUSG00000020380",1418,1333,1212,894,1155,1074,2033
"ENSMUSG00000020381",28,31,69,109,76,111,85
"ENSMUSG00000020383",0,0,0,0,0,0,0
"ENSMUSG00000020385",4186,3980,4509,6366,3601,4058,8014
"ENSMUSG00000020386",2187,2082,2789,2306,2960,2936,2546
"ENSMUSG00000020387",679,655,386,785,462,373,289
"ENSMUSG00000020388",100,78,199,239,214,107,0
"ENSMUSG00000020389",120,129,198,326,242,166,315
"ENSMUSG00000020390",6324,5888,5316,7330,8605,6355,6607
"ENSMUSG00000020392",3452,3224,2361,3034,2917,2038,2641
"ENSMUSG00000020393",5297,5198,4883,4329,4111,3231,3861
"ENSMUSG00000020395",0,0,12,0,0,44,0
"ENSMUSG00000020396",0,0,74,141,0,248,142
"ENSMUSG00000020397",496,501,390,626,474,601,720
"ENSMUSG00000020399",0,0,37,73,0,15,0
"ENSMUSG00000020400",2902,2700,2330,1978,1783,1524,1687
"ENSMUSG00000020401",0,0,0,22,0,0,0
"ENSMUSG00000020402",7133,6752,6308,9496,9669,8606,8902
"ENSMUSG00000020405",0,0,0,1,0,0,0
"ENSMUSG00000020407",5177,4945,3828,4668,4800,3430,4068
"ENSMUSG00000020409",6299,5913,4716,5669,4317,5171,5258
"ENSMUSG00000020411",3,1,0,0,90,0,0
"ENSMUSG00000020412",2354,2207,2278,1861,2178,1828,1996
"ENSMUSG00000020413",1761,1582,1660,2213,1217,777,1804
"ENSMUSG00000020415",3316,3203,3833,4611,3803,3757,5799
"ENSMUSG00000020419",0,0,0,0,0,0,0
"ENSMUSG00000020420",84,99,147,317,148,58,134
"ENSMUSG00000020422",1132,1064,995,1180,1767,1089,1775
"ENSMUSG00000020423",38716,36157,47765,75269,55302,66806,68617
"ENSMUSG00000020424",1615,1525,1791,2003,2395,1785,1605
"ENSMUSG00000020427",171984,161255,76838,87877,132333,107438,117963
"ENSMUSG00000020428",0,0,0,0,0,0,0
"ENSMUSG00000020429",51,44,25,19,275,20,59
"ENSMUSG00000020430",1686,1541,1347,1507,1374,1052,1276
"ENSMUSG00000020431",131,111,68,217,603,573,446
"ENSMUSG00000020432",18230,16834,18002,19766,19295,14743,17292
"ENSMUSG00000020434",0,0,4,17,0,33,5
"ENSMUSG00000020435",155,148,52,289,74,113,88
"ENSMUSG00000020436",0,0,0,0,0,0,0
"ENSMUSG00000020437",113,112,0,93,0,10,44
"ENSMUSG00000020439",16754,15137,14282,13456,11743,11748,15093
"ENSMUSG00000020440",4682,4461,4723,5322,5221,5295,5158
"ENSMUSG00000020441",945,768,829,897,310,750,1279
"ENSMUSG00000020444",1568,1578,2140,2348,2261,2677,2545
"ENSMUSG00000020447",0,0,46,0,0,0,0
"ENSMUSG00000020448",3841,3716,4129,5539,4095,3627,3080
"ENSMUSG00000020451",4169,3878,4765,4263,3711,3363,5463
"ENSMUSG00000020453",1553,1474,1108,1422,1982,2005,1419
"ENSMUSG00000020454",2159,2106,1660,2411,1499,1929,2566
"ENSMUSG00000020455",1966,1757,1900,1958,1089,1525,1849
"ENSMUSG00000020456",26611,24939,22652,27721,32295,25742,30488
"ENSMUSG00000020457",4088,3745,3818,4541,4173,4453,4043
"ENSMUSG00000020458",2725,2511,2748,3432,3344,2789,2934
"ENSMUSG00000020459",904,858,968,1403,1185,943,1357
"ENSMUSG00000020460",47,66,113,254,108,96,280
"ENSMUSG00000020461",0,0,0,0,0,0,0
"ENSMUSG00000020462",1065,1028,1620,1631,1401,1453,1812
"ENSMUSG00000020463",5187,4835,4780,6248,5603,4838,4628
"ENSMUSG00000020464",1630,1561,1801,2491,1784,1527,2286
"ENSMUSG00000020467",1666,1569,1408,1994,2081,2468,2199
"ENSMUSG00000020469",2,1,0,0,0,0,0
"ENSMUSG00000020471",961,934,1239,1332,1195,1265,1015
"ENSMUSG00000020472",2316,2099,1542,1715,1836,1439,1764
"ENSMUSG00000020473",3791,3506,3053,4445,1599,2187,3130
"ENSMUSG00000020474",273,286,412,577,77,300,434
"ENSMUSG00000020475",1013,945,1388,2196,1882,2062,2205
"ENSMUSG00000020476",6184,5629,5476,6531,5093,5476,4850
"ENSMUSG00000020477",1222,1139,1462,1458,1899,1825,1518
"ENSMUSG00000020481",0,0,0,0,0,0,0
"ENSMUSG00000020482",3991,3837,4437,4846,4804,4258,4877
"ENSMUSG00000020483",777,747,1050,1566,1441,1299,1537
"ENSMUSG00000020484",17130,15683,9671,14127,17223,9616,11791
"ENSMUSG00000020485",365,343,421,406,440,458,290
"ENSMUSG00000020486",2162,2020,3015,3167,2354,3689,4408
"ENSMUSG00000020490",0,0,0,0,0,0,0
"ENSMUSG00000020491",74,78,161,98,92,115,23
"ENSMUSG00000020492",342,321,662,717,534,721,904
"ENSMUSG00000020493",6,5,15,11,0,60,0
"ENSMUSG00000020495",1109,1083,1015,1377,944,1152,1204
"ENSMUSG00000020496",13778,12809,13079,14599,12140,12795,12843
"ENSMUSG00000020513",339,307,184,333,365,334,684
"ENSMUSG00000020514",184,168,237,290,261,258,267
"ENSMUSG00000020515",3573,3331,3570,3879,3563,3205,3436
"ENSMUSG00000020516",2610,2520,2039,2798,2318,2033,3276
"ENSMUSG00000020519",1209,1134,1471,1302,1411,1329,774
"ENSMUSG00000020520",9445,8815,7418,6312,7313,6308,6959
"ENSMUSG00000020521",3309,3222,2591,3109,2562,2086,3071
"ENSMUSG00000020522",4648,4199,5363,4186,4037,4155,4248
"ENSMUSG00000020523",4864,4538,3950,4167,4489,4165,4407
"ENSMUSG00000020524",0,0,0,0,0,0,0
"ENSMUSG00000020525",1643,1516,1985,2088,2065,2250,1676
"ENSMUSG00000020526",401,387,459,603,348,246,533
"ENSMUSG00000020527",633,625,339,811,767,1117,1053
"ENSMUSG00000020528",393,359,562,535,377,386,428
"ENSMUSG00000020530",5565,5274,5292,6012,5051,5031,6034
"ENSMUSG00000020532",150,150,159,182,134,78,60
"ENSMUSG00000020534",1435,1314,1066,3093,3010,2293,3299
"ENSMUSG00000020536",4139,3811,2844,2915,3379,3110,3143
"ENSMUSG00000020537",2662,2504,2448,2339,1785,2310,2108
"ENSMUSG00000020538",5361,4989,4721,4144,3732,3891,3361
"ENSMUSG00000020541",730,726,642,984,1391,894,1393
"ENSMUSG00000020542",17,16,73,43,13,27,5
"ENSMUSG00000020544",224,223,228,352,300,315,412
"ENSMUSG00000020545",0,0,0,0,0,0,8
"ENSMUSG00000020546",616,624,506,829,784,1010,1564
"ENSMUSG00000020547",1119,999,1506,1866,1644,1833,2074
"ENSMUSG00000020548",0,0,0,0,0,0,0
"ENSMUSG00000020549",1147,1053,1429,2068,1378,1135,2016
"ENSMUSG00000020553",611,585,840,633,633,619,480
"ENSMUSG00000020561",957,900,1139,580,533,645,1113
"ENSMUSG00000020562",0,4,0,4,0,0,0
"ENSMUSG00000020564",2097,1908,1485,1159,1501,1481,1191
"ENSMUSG00000020566",881,788,707,1164,1580,755,1184
"ENSMUSG00000020570",20225,19165,18155,18186,17067,14972,13607
"ENSMUSG00000020571",14506,13349,10139,11795,21721,12344,11098
"ENSMUSG00000020572",3555,3355,4148,6045,6747,4535,6207
"ENSMUSG00000020573",346,303,315,46,138,199,88
"ENSMUSG00000020576",1907,1766,872,1037,547,799,1133
"ENSMUSG00000020577",4823,4429,7296,7804,6173,6224,7596
"ENSMUSG00000020580",5352,4702,3197,3775,5257,3138,5073
"ENSMUSG00000020581",0,0,0,16,0,6,0
"ENSMUSG00000020583",0,0,0,0,0,0,0
"ENSMUSG00000020585",62439,59057,63833,68231,57362,49793,50122
"ENSMUSG00000020589",1178,1132,2260,1533,547,817,718
"ENSMUSG00000020590",4985,4749,3831,3444,5331,4333,4818
"ENSMUSG00000020591",0,0,0,0,0,0,0
"ENSMUSG00000020592",1718,1683,968,1098,2115,1595,1569
"ENSMUSG00000020593",1661,1525,1649,1238,998,1591,1179
"ENSMUSG00000020594",1065,1053,790,953,953,907,864
"ENSMUSG00000020598",576,503,648,949,367,239,380
"ENSMUSG00000020599",160,169,299,219,202,124,242
"ENSMUSG00000020600",0,0,0,0,0,0,0
"ENSMUSG00000020601",7826,7089,5312,4286,5180,4309,5778
"ENSMUSG00000020604",218,199,586,254,408,392,329
"ENSMUSG00000020605",1163,1099,1385,1205,1323,771,669
"ENSMUSG00000020607",2725,2538,1246,1980,2953,2337,1963
"ENSMUSG00000020608",2674,2549,3588,3100,3790,2466,3416
"ENSMUSG00000020609",65,68,0,4,0,4,0
"ENSMUSG00000020610",1022,922,1057,1086,1118,1159,1054
"ENSMUSG00000020611",4380,4009,4043,4852,3464,2769,4553
"ENSMUSG00000020612",45139,41931,36146,40251,36411,34935,37210
"ENSMUSG00000020614",2215,2122,1400,1782,1433,1487,1235
"ENSMUSG00000020617",0,0,0,0,0,0,0
"ENSMUSG00000020620",0,0,137,0,150,85,52
"ENSMUSG00000020621",1126,1030,1342,1805,1629,1544,1944
"ENSMUSG00000020622",0,0,0,7,0,0,0
"ENSMUSG00000020623",227,233,571,418,96,368,612
"ENSMUSG00000020624",0,0,0,0,0,0,0
"ENSMUSG00000020627",47,32,9,9,8,14,117
"ENSMUSG00000020628",3173,2963,2140,2591,2428,1773,2807
"ENSMUSG00000020629",965,960,1339,1989,1527,1691,1610
"ENSMUSG00000020630",825,754,734,820,700,858,825
"ENSMUSG00000020633",0,0,0,0,0,0,0
"ENSMUSG00000020634",4547,4266,3191,3495,4091,3096,4032
"ENSMUSG00000020635",54,44,118,126,50,27,42
"ENSMUSG00000020636",0,0,0,0,0,0,0
"ENSMUSG00000020638",13757,12454,13691,12161,17319,11984,15070
"ENSMUSG00000020639",35,24,20,79,60,45,121
"ENSMUSG00000020640",5488,5275,4002,3469,5261,2755,4833
"ENSMUSG00000020641",39089,36723,41993,36940,44435,36372,37180
"ENSMUSG00000020642",7018,6656,7305,8143,5270,3798,7046
"ENSMUSG00000020644",11710,11272,12856,19290,15367,15344,16097
"ENSMUSG00000020646",309,310,401,707,911,806,1089
"ENSMUSG00000020647",3231,2978,2413,1307,2382,1618,1932
"ENSMUSG00000020648",203,167,331,212,250,290,294
"ENSMUSG00000020649",299,309,494,416,807,620,692
"ENSMUSG00000020650",1798,1630,2754,3106,2382,2656,2426
"ENSMUSG00000020651",9008,8490,4434,7345,5997,2691,3717
"ENSMUSG00000020652",306,265,250,390,323,226,96
"ENSMUSG00000020653",5218,4835,6483,8977,5316,5078,5040
"ENSMUSG00000020654",687,630,434,467,450,277,404
"ENSMUSG00000020656",159,136,117,91,123,133,133
"ENSMUSG00000020657",1146,952,797,808,502,789,1155
"ENSMUSG00000020658",2506,2280,1619,1650,4932,2152,2533
